source_name,publisher,lga_code,lga_name,scientific_name,common_name,mature_size_class,mature_height_min_m,mature_height_max_m,mature_canopy_width_min_m,mature_canopy_width_max_m,minimum_planting_area_m2,sunlight_requirement,water_need_class,root_risk_class,site_requirements,guidance_status,effective_from,effective_to,source_url,licence,limitation
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Banksia integrifolia,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Callistemon salignus,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Celtis sinensis,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Ceratonia siliqua,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Corymbia citriodora 'Scentuous',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Corymbia eximia 'Nana',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Cupaniopsis anacardioides,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Eucalyptus forrestiana,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Eucalyptus mannifera 'Little Spotty',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Fraxinus griffithii,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Geijera parvifolia,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Hymenosporum flavum,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Koelreuteria paniculata,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Olea europaea 'Swan Hill',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Photinia x fraseri,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Pistacia chinensis,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Pyrus calleryana,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Tilia cordata,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Ulmus parvifolia 'Burnley Select',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Ulmus parvifolia 'Todd',,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Acacia implexa,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Acer buergerianum,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Angophora costata,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Angophora floribunda,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Brachychiton populneus x acerifolius,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Celtis australis,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
Street tree species in Hobsons Bay,Hobsons Bay City Council,331,HOBSONS BAY CITY,Corymbia ficifolia,,medium,,,,,,,,,"Council street-tree matrix category: Small-Medium or Medium. Council assesses soil, wind and salt exposure, infrastructure, neighbourhood character, available space, nutrients and future-climate suitability.",approval_required,2026-09-13,,https://www.hobsonsbay.vic.gov.au/Services/Trees-and-nature-strips/Tree-planting-tree-removals-and-requests/Street-tree-species-in-Hobsons-Bay,Copyright Hobsons Bay City Council; no open licence stated - reuse permission/review required,"Official matrix for Council street-tree planting, not permission for residents to plant on public land or private-property advice. It supplies broad space categories but not species-specific mature dimensions. Small-Medium is mapped to medium and Reserve only to large solely for the three-class contract. Effective date is not stated; 2026-09-13 is the retrieval/version date."
