option_code,cost_context,cost_basis,tree_size_category,planting_method,stock_size,tree_type,botanical_name,species_price_match_basis,size_price_status,minimum_cost,maximum_cost,material_min_cost,material_max_cost,installation_min_cost,installation_max_cost,delivery_min_cost,delivery_max_cost,setup_min_cost,setup_max_cost,currency,gst_included,includes_installation,annual_maintenance_cost,source_name,source_reference,source_url,valid_from,valid_to,last_verified_at,confidence_level
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,27 cm,Acacia Limelight,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,49.95,49.95,49.95,49.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia cognata | Acacia Limelight | stock size: 27 cm | advertised AUD 49.95-49.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-limelight/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20 cm,Acacia Mini Cog,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,24.95,24.95,24.95,24.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia cognata | Acacia Mini Cog | stock size: 20 cm | advertised AUD 24.95-24.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-mini-cog/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25 cm,Acacia Mini Cog,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,44.95,44.95,44.95,44.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia cognata | Acacia Mini Cog | stock size: 25 cm | advertised AUD 44.95-44.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-mini-cog/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25 cm,Acacia Waterfall Standard,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,149.95,149.95,149.95,149.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia cognata | Acacia Waterfall Standard | stock size: 25 cm | advertised AUD 149.95-149.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-waterfall-standard/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,40 cm,Acacia Waterfall Standard,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,429.00,429.00,429.00,429.00,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia cognata | Acacia Waterfall Standard | stock size: 40 cm | advertised AUD 429.00-429.00 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-waterfall-standard/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,68mm Pot,Acacia Cognata Mini Cog PBR,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,14.90,14.90,14.90,14.90,,,,,,,AUD,,false,,Garden Express,"Acacia cognata | Acacia Cognata Mini Cog PBR | stock size: 68mm Pot | advertised AUD 14.90-14.90 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://gardenexpress.com.au/products/acacia-cognata-mini-cog-pbr,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,14cm,Acacia cognata Dwarf Nano,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,25.95,25.95,25.95,25.95,,,,,,,AUD,,false,,Online Plants,"Acacia cognata | Acacia cognata Dwarf Nano | stock size: 14cm | advertised AUD 25.95-25.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-cognata-dwarf-nano,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_product_size_unmapped,per_tree,,diy,Not mapped,Acacia cognata Waterfall™ Standards,Acacia cognata,species_or_cultivar_listing,product_price_range_not_mapped_to_size,279.95,485.95,279.95,485.95,,,,,,,AUD,,false,,Online Plants,"Acacia cognata | Acacia cognata Waterfall™ Standards | stock size: Not mapped | advertised AUD 279.95-485.95 | product_price_range_not_mapped_to_size | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-cognata-waterfall™-standards,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,30cm 4Ft Standard,Acacia Bower Wattle Waterfall - Acacia cognata Waterfall,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,194.95,194.95,194.95,194.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Acacia Bower Wattle Waterfall - Acacia cognata Waterfall | stock size: 30cm 4Ft Standard | advertised AUD 194.95-194.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-bower-wattle-waterfall-acacia-cognata-waterfall,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,40cm Standard,Acacia Bower Wattle Waterfall - Acacia cognata Waterfall,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,329.95,329.95,329.95,329.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Acacia Bower Wattle Waterfall - Acacia cognata Waterfall | stock size: 40cm Standard | advertised AUD 329.95-329.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-bower-wattle-waterfall-acacia-cognata-waterfall,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,14cm,Acacia Mini Cog - Acacia cognata Mini Cog,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,14.95,14.95,14.95,14.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Acacia Mini Cog - Acacia cognata Mini Cog | stock size: 14cm | advertised AUD 14.95-14.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-mini-cog-acacia-cognata-mini-cog,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20cm,Acacia Mini Cog - Acacia cognata Mini Cog,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,27.95,27.95,27.95,27.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Acacia Mini Cog - Acacia cognata Mini Cog | stock size: 20cm | advertised AUD 27.95-27.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-mini-cog-acacia-cognata-mini-cog,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,7cm,Acacia Mini Cog - Acacia cognata Mini Cog,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,9.95,9.95,9.95,9.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Acacia Mini Cog - Acacia cognata Mini Cog | stock size: 7cm | advertised AUD 9.95-9.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-mini-cog-acacia-cognata-mini-cog,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,14cm,Dwarf River Wattle - Acacia cognata Limelight,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,18.95,18.95,18.95,18.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Dwarf River Wattle - Acacia cognata Limelight | stock size: 14cm | advertised AUD 18.95-18.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-cognata-limelight,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20cm,Dwarf River Wattle - Acacia cognata Limelight,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,35.95,35.95,35.95,35.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Dwarf River Wattle - Acacia cognata Limelight | stock size: 20cm | advertised AUD 35.95-35.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-cognata-limelight,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25cm,Dwarf River Wattle - Acacia cognata Limelight,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,53.95,53.95,53.95,53.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Dwarf River Wattle - Acacia cognata Limelight | stock size: 25cm | advertised AUD 53.95-53.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-cognata-limelight,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,30cm,Dwarf River Wattle - Acacia cognata Limelight,Acacia cognata,species_or_cultivar_listing,exact_variant_size_price,109.95,109.95,109.95,109.95,,,,,,,AUD,,false,,Plant Nest,"Acacia cognata | Dwarf River Wattle - Acacia cognata Limelight | stock size: 30cm | advertised AUD 109.95-109.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/acacia-cognata-limelight,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_product_size_unmapped,per_tree,,diy,Not supplied,ACACIA COGNATA LIMELIGHT 140MM,Acacia cognata,species_or_cultivar_listing,single_product_price_size_not_supplied,16.99,16.99,16.99,16.99,,,,,,,AUD,,false,,The Garden Feast,"Acacia cognata | ACACIA COGNATA LIMELIGHT 140MM | stock size: Not supplied | advertised AUD 16.99-16.99 | single_product_price_size_not_supplied | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://gardenfeast.com.au/product/acacia-cognata-limelight-140mm/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25cm,Acacia Dealbata Silver Wattle,Acacia dealbata,species_or_cultivar_listing,exact_variant_size_price,74.95,74.95,74.95,74.95,,,,,,,AUD,,false,,Online Plants,"Acacia dealbata | Acacia Dealbata Silver Wattle | stock size: 25cm | advertised AUD 74.95-74.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-dealbata-silver-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,33cm,Acacia Dealbata Silver Wattle,Acacia dealbata,species_or_cultivar_listing,exact_variant_size_price,199.95,199.95,199.95,199.95,,,,,,,AUD,,false,,Online Plants,"Acacia dealbata | Acacia Dealbata Silver Wattle | stock size: 33cm | advertised AUD 199.95-199.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-dealbata-silver-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,40cm,Acacia Dealbata Silver Wattle,Acacia dealbata,species_or_cultivar_listing,exact_variant_size_price,325.00,325.00,325.00,325.00,,,,,,,AUD,,false,,Online Plants,"Acacia dealbata | Acacia Dealbata Silver Wattle | stock size: 40cm | advertised AUD 325.00-325.00 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-dealbata-silver-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20cm,"Acacia Fimbriata, Fringed Wattle",Acacia fimbriata,species_or_cultivar_listing,exact_variant_size_price,39.95,39.95,39.95,39.95,,,,,,,AUD,,false,,Online Plants,"Acacia fimbriata | Acacia Fimbriata, Fringed Wattle | stock size: 20cm | advertised AUD 39.95-39.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-fimbriata-fringed-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25cm,"Acacia Fimbriata, Fringed Wattle",Acacia fimbriata,species_or_cultivar_listing,exact_variant_size_price,74.95,74.95,74.95,74.95,,,,,,,AUD,,false,,Online Plants,"Acacia fimbriata | Acacia Fimbriata, Fringed Wattle | stock size: 25cm | advertised AUD 74.95-74.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-fimbriata-fringed-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,33cm,"Acacia Fimbriata, Fringed Wattle",Acacia fimbriata,species_or_cultivar_listing,exact_variant_size_price,199.95,199.95,199.95,199.95,,,,,,,AUD,,false,,Online Plants,"Acacia fimbriata | Acacia Fimbriata, Fringed Wattle | stock size: 33cm | advertised AUD 199.95-199.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-fimbriata-fringed-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,250mm,Acacia Floribunda,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,39.95,39.95,39.95,39.95,,,,,,,AUD,,false,,All Green,"Acacia floribunda | Acacia Floribunda | stock size: 250mm | advertised AUD 39.95-39.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://shop.allgreen.com.au/products/acacia-floribunda,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,300mm,Acacia Floribunda,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,79.95,79.95,79.95,79.95,,,,,,,AUD,,false,,All Green,"Acacia floribunda | Acacia Floribunda | stock size: 300mm | advertised AUD 79.95-79.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://shop.allgreen.com.au/products/acacia-floribunda,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,45 Litre,Acacia Floribunda,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,135.00,135.00,135.00,135.00,,,,,,,AUD,,false,,All Green,"Acacia floribunda | Acacia Floribunda | stock size: 45 Litre | advertised AUD 135.00-135.00 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://shop.allgreen.com.au/products/acacia-floribunda,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,14cm,Acacia Floribunda Gossamer Wattle,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,19.95,19.95,19.95,19.95,,,,,,,AUD,,false,,Online Plants,"Acacia floribunda | Acacia Floribunda Gossamer Wattle | stock size: 14cm | advertised AUD 19.95-19.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-floribunda-gossamer-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20cm,Acacia Floribunda Gossamer Wattle,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,39.95,39.95,39.95,39.95,,,,,,,AUD,,false,,Online Plants,"Acacia floribunda | Acacia Floribunda Gossamer Wattle | stock size: 20cm | advertised AUD 39.95-39.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-floribunda-gossamer-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25cm,Acacia Floribunda Gossamer Wattle,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,74.95,74.95,74.95,74.95,,,,,,,AUD,,false,,Online Plants,"Acacia floribunda | Acacia Floribunda Gossamer Wattle | stock size: 25cm | advertised AUD 74.95-74.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-floribunda-gossamer-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,33cm,Acacia Floribunda Gossamer Wattle,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,199.95,199.95,199.95,199.95,,,,,,,AUD,,false,,Online Plants,"Acacia floribunda | Acacia Floribunda Gossamer Wattle | stock size: 33cm | advertised AUD 199.95-199.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-floribunda-gossamer-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,40cm,Acacia Floribunda Gossamer Wattle,Acacia floribunda,species_or_cultivar_listing,exact_variant_size_price,325.00,325.00,325.00,325.00,,,,,,,AUD,,false,,Online Plants,"Acacia floribunda | Acacia Floribunda Gossamer Wattle | stock size: 40cm | advertised AUD 325.00-325.00 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.onlineplants.com.au/products/acacia-floribunda-gossamer-wattle,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20 cm,Acacia Honey Bun,Acacia howittii,species_or_cultivar_listing,exact_variant_size_price,24.95,24.95,24.95,24.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia howittii | Acacia Honey Bun | stock size: 20 cm | advertised AUD 24.95-24.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-honey-bun/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,25 cm,Acacia Honey Bun,Acacia howittii,species_or_cultivar_listing,exact_variant_size_price,42.95,42.95,42.95,42.95,,,,,,,AUD,,false,,Diacos Garden Nursery,"Acacia howittii | Acacia Honey Bun | stock size: 25 cm | advertised AUD 42.95-42.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://diacos.com.au/product/acacia-honey-bun/,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,14cm,Honey Bun Wattle or Sticky Wattle - Acacia howittii Honey Bun,Acacia howittii,species_or_cultivar_listing,exact_variant_size_price,15.95,15.95,15.95,15.95,,,,,,,AUD,,false,,Plant Nest,"Acacia howittii | Honey Bun Wattle or Sticky Wattle - Acacia howittii Honey Bun | stock size: 14cm | advertised AUD 15.95-15.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/honey-bun-wattle-or-sticky-wattle-acacia-howittii,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
backyard_tree_diy,supplier_advertised_species_stock,per_tree,,diy,20cm,Honey Bun Wattle or Sticky Wattle - Acacia howittii Honey Bun,Acacia howittii,species_or_cultivar_listing,exact_variant_size_price,31.95,31.95,31.95,31.95,,,,,,,AUD,,false,,Plant Nest,"Acacia howittii | Honey Bun Wattle or Sticky Wattle - Acacia howittii Honey Bun | stock size: 20cm | advertised AUD 31.95-31.95 | exact_variant_size_price | species_or_cultivar_listing. Supply only; confirm current stock, GST and delivery with supplier.",https://www.plantnest.com.au/products/honey-bun-wattle-or-sticky-wattle-acacia-howittii,2026-09-17,2026-10-17,2026-09-17T12:00:00+10:00,medium
