source_name,publisher,lga_code,lga_name,scientific_name,common_name,mature_size_class,mature_height_min_m,mature_height_max_m,mature_canopy_width_min_m,mature_canopy_width_max_m,minimum_planting_area_m2,sunlight_requirement,water_need_class,root_risk_class,site_requirements,guidance_status,effective_from,effective_to,source_url,licence,limitation
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Olea europaea selections,Olive Tree,small,,6,,6,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Photinia x fraseri,Red-Leaf Photinia,small,,5,,5,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Prunus cerasifera 'Nigra',Black Cherry Plum,small,,5,,4,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Pyrus calleryana cultivars,Ornamental Pear,small,,6,,5,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Allocasuarina verticillata,Drooping Sheoak,medium,,8,,4,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Brachychiton acerifolius,Flame Tree,medium,,10,,6,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Corymbia eximia,Yellow Bloodwood,medium,,9,,7,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Cupaniopsis anacardioides,Tuckeroo Tree,medium,,8,,6,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Geijera parviflora,Australian Willow,medium,,9,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Hymenosporum flavum,Native Frangipani,medium,,8,,6,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Lophostemon confertus,Brush Box,medium,,10,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Melia azedarach,White Cedar,medium,,10,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Acer negundo 'Sensation',Sensation Maple,medium,,8,,6,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Fraxinus oxycarpa 'Raywoodii',Claret Ash,medium,,10,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Fraxinus pennsylvanica 'Urbanite',Urbanite Green Ash,medium,,10,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Gleditsia triacanthos 'Shademaster',Honey Locust,medium,,10,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Jacaranda mimosifolia,Jacaranda,medium,,8,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Koelreuteria paniculata,Golden Rain Tree,medium,,8,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Pistacia chinensis,Chinese Pistachio,medium,,8,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Pyrus ussuriensis,Manchurian Pear,medium,,8,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Ulmus parvifolia,Chinese Elm,medium,,10,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Ulmus glabra 'Lutescens',Golden Elm,medium,,10,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Zelkova serrata,Japanese Elm,medium,,10,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Angophora costata,Smooth-barked Apple,large,,15,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Corymbia citriodora,Lemon-scented Gum,large,,15,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Corymbia maculata,Spotted Gum,large,,18,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus mannifera,Brittle Gum,large,,15,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus melliodora,Yellow Box,large,,15,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus nicholii,Narrow-leaved Peppermint,large,,15,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus polyanthemos,Red Box,large,,12,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus scoparia,White Gum,large,,12,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Eucalyptus sideroxylon,Ironbark,large,,15,,10,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
Brimbank Tree Policy August 2021 - Appendix 1 Preferred List of Species,Brimbank City Council,308,BRIMBANK CITY,Grevillea robusta,Silky Oak,large,,16,,8,,,,,"Preferred street-tree species. Council must confirm nature-strip width, overhead and underground services, powerline clearance and any WSUD requirement.",approval_required,2021-08-01,,https://serviceapi.brimbank.vic.gov.au/CMServiceAPI/Record/5120610/file/document,Copyright Brimbank City Council; no open licence stated - reuse permission/review required,"Council preferred list for public street-tree planting, not permission for a resident to plant on public land or a guarantee of private-site suitability. Final selection depends on site constraints and Council approval. Mature dimensions are council estimates; obvious typographic variants in the published table have been normalised."
